customer_id,latent_segment,true_alpha,true_beta,true_willingness_to_pay,lifetime_value
1,Mainstream,1.8691286607532638,-0.5360744312549064,3.4866961596690715,378.66179299120546
2,Premium,3.5556726523921833,-0.059501417998864214,59.757780099628135,1113.9410191733662
3,Mainstream,0.9039052003800355,-0.18945267419710396,4.771139833263187,369.6651238039072
4,Premium,3.8021894206840776,-0.1127238829158887,33.730113994752664,1311.9953272374964
5,Budget,-0.32712285839938293,-0.8594262937555137,-0.38062933468084187,147.16900679106175
6,Mainstream,1.859396297791403,-0.42342183073233497,4.39135671057739,347.3761419888541
7,Premium,4.944796055525716,-0.025756990417923085,191.97879780569642,1043.8681556686454
8,Budget,-0.14602372388038848,-1.2596275957924714,-0.11592610734168646,116.44755919700224
9,Premium,4.2204537111389175,-0.08369265655553228,50.428005094312375,1059.5434601238264
10,Premium,2.7138858513369875,0.002284132244367236,-1188.1474279913264,1280.4575021606636
11,Mainstream,1.3455901203193437,-0.46088401730173617,2.9195851229494885,366.3903730169595
12,Budget,0.2218164645679575,-0.744951624997132,0.2977595552849643,105.38874192433569
13,Budget,2.3139493502075252,-0.9526712240463262,2.4289065228394087,89.5381762419175
14,Premium,3.680403610045986,-0.011085758333772091,331.9938518625162,1444.911896842241
15,Budget,0.6066678751936427,-0.8164661530966418,0.7430410591948126,140.01457676348923
16,Budget,0.7943234457439987,-1.3407733723910407,0.5924367697782201,71.177073864896
17,Mainstream,1.5653662761019609,-0.5062398712801383,3.0921433986295663,344.1617978353916
18,Budget,2.1487492028240185,-1.086225443569557,1.978179774322716,114.45340953760653
19,Mainstream,0.9351512896710702,-0.2835517641087427,3.297991435921512,283.22089388192626
20,Budget,0.3161076849956671,-0.7871796824052842,0.40156992369236116,106.81854228056883
21,Budget,0.011614412657776128,-0.9301147514635633,0.012487074997467252,82.54784051347738
22,Mainstream,1.1473970423635296,-0.5955428531328405,1.9266406041608457,360.5899981371755
23,Premium,3.171928925125052,-0.20148394076759496,15.74283743429342,1219.1691811769829
24,Premium,3.168337308618145,-0.049309477624465414,64.25412438452078,967.9668944946624
25,Budget,0.07029132280213383,-0.750821349082204,0.09361923830223687,85.42479212284897
26,Budget,0.8621976523225795,-0.9594201894279322,0.8986653208086824,85.4062544086818
27,Budget,0.7930350015028509,-1.1245587295748996,0.7051966079198285,68.15879362298423
28,Budget,0.25289259917282275,-1.3311919307550322,0.18997455838647237,106.34659781116483
29,Budget,0.8791594776661987,-1.1139268228471024,0.7892434759934605,104.8752093026591
30,Mainstream,1.2308012947561549,-0.4508194717477733,2.730142267334827,362.71385963327094
31,Mainstream,1.029562920760723,-0.5554496477384371,1.85356661031775,309.04077561144004
32,Budget,1.820964544809545,-0.9417119750862087,1.9336746191879375,104.27984496004584
33,Mainstream,2.904040361329018,-0.27335623227746575,10.623647893936875,332.94693173767604
34,Premium,3.0332057086119195,-0.04099148376516196,73.99599697315166,958.3525054121302
35,Budget,-0.24198738421664512,-1.0431086017493687,-0.2319867593947694,115.90812328216116
36,Budget,1.0135520536609393,-1.1713856427046763,0.8652590715732981,107.9793542335288
37,Budget,0.4210073371430266,-0.6367592130277199,0.6611719603414659,112.34513954758421
38,Budget,0.5298846688010058,-0.9651928569669063,0.5489935663906121,95.040572916219
39,Premium,4.915185975826885,-0.05536943281470026,88.77074815405969,1089.5431748796414
40,Premium,3.3167221328955345,-0.1068074268915414,31.05329123098838,1044.7715278102419
41,Mainstream,2.3692995464972264,-0.1953916269042323,12.125901114782652,370.20269693236867
42,Premium,2.3332030123417282,-0.018687503981067687,124.85364630319258,1242.3625541679562
43,Budget,-0.2774378834413928,-1.0102646412652496,-0.2746190177396798,151.64722777546496
44,Mainstream,1.6588931447040436,-0.6502981808312969,2.5509730668220962,403.21853684831655
45,Premium,3.0045185665260186,-0.0867669648389603,34.627448039728165,1067.087676954636
46,Mainstream,1.8478196511742888,-0.33016699896346485,5.596621276430968,343.8535936850752
47,Mainstream,2.7795409436152188,-0.6743537550942714,4.12178463101559,309.02312946565473
48,Mainstream,1.3578424945736958,-0.4374046048975347,3.1043168713136446,367.92899813997184
49,Premium,2.221144423474659,-0.0043963906560248005,505.2199854966959,1352.7372594423643
50,Mainstream,2.9243016747704793,-0.4201986099481043,6.9593321004361215,355.0857368199156
51,Premium,3.33217354665315,-0.10941327668612229,30.454928757981293,960.8089377622456
52,Mainstream,2.134964504243767,-0.46149999628247856,4.626141974954602,378.2930417314095
53,Mainstream,0.8632820402181185,-0.3646853186951803,2.3671971312332616,392.28678848239497
54,Budget,1.7735072762608182,-0.9451800288202971,1.8763698154671944,125.34051272107232
55,Mainstream,1.7558694485444974,-0.5482213330460646,3.202847723543366,337.9608430441268
56,Mainstream,0.8744611170046758,-0.4402839914773559,1.9861297115765106,269.43174502317214
57,Mainstream,1.7139499368508542,-0.5666830329545596,3.0245301820926236,361.57722757079966
58,Premium,3.8028570079151973,-0.09819698762285467,38.726819426689914,1286.0490695433648
59,Budget,1.3024235676183562,-1.0124103800032633,1.286458133325498,70.68186361129396
60,Premium,4.202171202774373,-0.09672354310548088,43.44517444105349,1147.8777647907814
