customer_id,latent_segment,true_alpha,true_beta,true_willingness_to_pay,lifetime_value
1,Mainstream,1.93785993532825,-0.42536339147095187,4.555775071820177,323.02541273229417
2,Premium,2.5538534205739136,-0.00606120751797083,421.34400002013,1544.3673224769002
3,Mainstream,1.6207904261464172,-0.507026250904384,3.1966597848837397,368.84603178513197
4,Mainstream,1.6850925173405387,-0.5723569470656676,2.9441287049621585,366.42037812353317
5,Budget,0.07448277314582608,-0.6051396650459041,0.12308360771587504,91.06419103615286
6,Budget,0.9409405506277199,-0.8301739680020275,1.1334257479697578,139.1705189378104
7,Premium,2.7222954077451145,-0.09200473276749771,29.588645343110144,1353.2812400473308
8,Budget,0.136587666983363,-1.0173435919563762,0.13425913139208123,104.41503985941672
9,Premium,2.8763683879275486,-0.0044563112844779075,645.4594852802205,968.8867144254268
10,Premium,1.9091979582861551,-0.142550740194067,13.393111503223302,1183.0825879025992
11,Mainstream,1.7328302481595026,-0.587589813832554,2.9490474602633405,386.8716926266262
12,Budget,1.890497534703572,-0.8472100126298291,2.2314390841950376,65.4840376778044
13,Budget,0.33855448294257967,-0.7595714488127204,0.4457177576537023,101.93775309268698
14,Mainstream,2.2377835694618233,-0.33536806176880624,6.672619800643066,400.4024062293168
15,Budget,0.496178657085617,-0.6996743195838441,0.7091565935716159,104.58482923875319
16,Budget,0.5046584335994531,-0.9294533211583751,0.5429626449346575,90.19557443795924
17,Mainstream,1.4012974746913982,-0.4158356966647737,3.369834494562537,346.46153960539124
18,Budget,2.0956781072910893,-0.6094947761819421,3.4383856748027353,113.12533558535688
19,Budget,1.1002522562787411,-0.9154477658317773,1.201873331657596,111.64666346441145
20,Budget,0.8761913394240306,-0.7229508625036758,1.2119652729781143,84.88902568522084
21,Budget,1.010231032674285,-0.8254663052913861,1.2238307320341533,101.49477054194524
22,Budget,0.6878052300849675,-0.7415139808358462,0.9275687955467309,82.048764160837
23,Premium,3.677678002017156,-0.2431678203522095,15.124032434432847,1154.5075309428632
24,Premium,1.8626260747258918,-0.15492354207404302,12.022873023621433,1231.324683330614
25,Budget,0.6686483464254765,-0.6854317355112655,0.97551413479087,94.42548563150638
26,Budget,0.45115315189841154,-0.8600467852016026,0.5245681510136186,114.33089649560274
27,Budget,0.33949753530294136,-0.6466344166647546,0.5250223720754299,88.5254692231155
28,Budget,0.7824555782031575,-0.7851141493642174,0.996613777546599,109.83256190195358
29,Budget,0.7802108178863404,-0.7121715166675442,1.095537801816579,114.93271029833286
30,Budget,0.49306523057295276,-0.6943107687310945,0.7101506310698116,147.16900679106175
31,Budget,1.0587126088018426,-1.0438489149273604,1.014239315347199,98.68807099442705
32,Budget,1.0093107153591792,-0.9019137273355122,1.1190767861366802,79.1824207558194
33,Budget,0.6234947136948734,-0.874150295713038,0.7132580252533042,116.44755919700224
34,Mainstream,1.8708281983329993,-0.3219628954682636,5.81069503556322,312.54492269968705
35,Budget,0.40900107896346244,-0.6747864549368561,0.6061192781377557,110.72766695475515
36,Budget,0.24130243396726936,-0.7700765009757088,0.31334865258390865,108.19518650847974
37,Budget,1.7435461034353894,-0.9843472490456989,1.7712713731111815,105.38874192433569
38,Budget,1.8033669677741817,-1.09296788153519,1.6499725181687503,89.5381762419175
39,Premium,2.3957535678824495,-0.10907930349928721,21.963410940720802,1444.911896842241
40,Premium,1.9700090112738249,-0.01703171070320173,115.6671250236472,1500.1093257261691
41,Mainstream,1.9668228954720997,-0.3996778830155179,4.921020099067468,292.35414772979203
42,Premium,2.443576669387876,-0.18313721314439974,13.342873506877975,1178.1067418827186
43,Budget,0.8213461920007185,-1.0374612871700215,0.7916885209675437,114.45340953760653
44,Mainstream,2.671991234891803,-0.4855149015817236,5.503417559763702,283.22089388192626
45,Premium,2.572951333059709,-0.150504290306322,17.09553480384493,1251.1390671042661
46,Mainstream,2.157749622081022,-0.5311151136449517,4.062677876501683,315.09568102695476
47,Budget,0.2582518827135801,-0.7778079833908058,0.33202524045555176,105.29499906858776
48,Budget,0.24468722611329086,-0.6869442144099683,0.3561966473849091,102.55589082359771
49,Mainstream,1.5657442872533698,-0.38498580627526996,4.067018216598463,288.1245051985766
50,Mainstream,1.4778241040787614,-0.44617144541631587,3.312233714777121,320.84958424569794
