price,oracle_expected_demand,oracle_constrained_sales,oracle_expected_profit,oracle_optimal_price,oracle_optimal_profit,is_oracle_optimal
1,32.37855232793939,32.37855232793939,-129.51420931175755,35,101.47317600733315,FALSE
1.25,30.795596097274128,30.795596097274128,-115.48348536477798,35,101.47317600733315,FALSE
1.5,29.22799590698913,29.22799590698913,-102.29798567446196,35,101.47317600733315,FALSE
1.75,27.69883747220844,27.69883747220844,-90.02122178467742,35,101.47317600733315,FALSE
2,26.22781691516331,26.22781691516331,-78.68345074548992,35,101.47317600733315,FALSE
2.25,24.830203306874377,24.830203306874377,-68.28305909390454,35,101.47317600733315,FALSE
2.5,23.51638621096415,23.51638621096415,-58.79096552741038,35,101.47317600733315,FALSE
2.75,22.29199935104228,22.29199935104228,-50.15699853984513,35,101.47317600733315,FALSE
3,21.158504176099953,21.158504176099953,-42.317008352199906,35,101.47317600733315,FALSE
3.25,20.11405234702646,20.11405234702646,-35.1995916072963,35,101.47317600733315,FALSE
3.5,19.15443833390479,19.15443833390479,-28.73165750085718,35,101.47317600733315,FALSE
3.75,18.273991746509292,18.273991746509292,-22.842489683136616,35,101.47317600733315,FALSE
4,17.466318426879354,17.466318426879354,-17.466318426879354,35,101.47317600733315,FALSE
4.25,16.72485591190751,16.72485591190751,-12.543641933930633,35,101.47317600733315,FALSE
4.5,16.043249551527193,16.043249551527193,-8.021624775763597,35,101.47317600733315,FALSE
4.75,15.415577946321497,15.415577946321497,-3.853894486580374,35,101.47317600733315,FALSE
5,14.836464155154585,14.836464155154585,0,35,101.47317600733315,FALSE
5.25,14.3011077400587,14.3011077400587,3.575276935014675,35,101.47317600733315,FALSE
5.5,13.805266847423077,13.805266847423077,6.9026334237115385,35,101.47317600733315,FALSE
5.75,13.345212348504447,13.345212348504447,10.008909261378335,35,101.47317600733315,FALSE
6,12.917669355371382,12.917669355371382,12.917669355371382,35,101.47317600733315,FALSE
6.25,12.51975596350427,12.51975596350427,15.649694954380337,35,101.47317600733315,FALSE
6.5,12.14892501304896,12.14892501304896,18.22338751957344,35,101.47317600733315,FALSE
6.75,11.802911859787923,11.802911859787923,20.655095754628864,35,101.47317600733315,FALSE
7,11.479689339036533,11.479689339036533,22.959378678073065,35,101.47317600733315,FALSE
7.25,11.177430016818493,11.177430016818493,25.149217537841608,35,101.47317600733315,FALSE
7.5,10.894475220616082,10.894475220616082,27.236188051540204,35,101.47317600733315,FALSE
7.75,10.629310051478374,10.629310051478374,29.23060264156553,35,101.47317600733315,FALSE
8,10.380543478361925,10.380543478361925,31.141630435085776,35,101.47317600733315,FALSE
8.25,10.146892624433653,10.146892624433653,32.97740102940937,35,101.47317600733315,FALSE
8.5,9.927170423661357,9.927170423661357,34.74509648281475,35,101.47317600733315,FALSE
8.75,9.72027592383494,9.72027592383494,36.451034714381024,35,101.47317600733315,FALSE
9,9.525186620755823,9.525186620755823,38.10074648302329,35,101.47317600733315,FALSE
9.25,9.340952316536109,9.340952316536109,39.699047345278466,35,101.47317600733315,FALSE
9.5,9.166690096042144,9.166690096042144,41.25010543218965,35,101.47317600733315,FALSE
9.75,9.00158010563954,9.00158010563954,42.75750550178782,35,101.47317600733315,FALSE
10,8.844861895658367,8.844861895658367,44.224309478291836,35,101.47317600733315,FALSE
10.25,8.695831151925223,8.695831151925223,45.65311354760742,35,101.47317600733315,FALSE
10.5,8.553836692839864,8.553836692839864,47.046101810619255,35,101.47317600733315,FALSE
10.75,8.418277648015213,8.418277648015213,48.40509647608747,35,101.47317600733315,FALSE
11,8.28860076404001,8.28860076404001,49.73160458424006,35,101.47317600733315,FALSE
11.25,8.164297804195938,8.164297804195938,51.02686127622461,35,101.47317600733315,FALSE
11.5,8.04490302366616,8.04490302366616,52.29186965383004,35,101.47317600733315,FALSE
11.75,7.929990711457533,7.929990711457533,53.52743730233835,35,101.47317600733315,FALSE
12,7.819172796254923,7.819172796254923,54.73420957378446,35,101.47317600733315,FALSE
12.25,7.712096516821603,7.712096516821603,55.91269974695662,35,101.47317600733315,FALSE
12.5,7.608442159207918,7.608442159207918,57.06331619405938,35,101.47317600733315,FALSE
12.75,7.507920863572302,7.507920863572302,58.18638669268534,35,101.47317600733315,FALSE
13,7.41027250331658,7.41027250331658,59.28218002653264,35,101.47317600733315,FALSE
13.25,7.315263638810057,7.315263638810057,60.35092502018297,35,101.47317600733315,FALSE
13.5,7.222685547431138,7.222685547431138,61.392827153164674,35,101.47317600733315,FALSE
13.75,7.132352331117385,7.132352331117385,62.40808289727712,35,101.47317600733315,FALSE
